Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
aking napagtanto na ako ay seryosong nagkamali sa aking nasabi sa paggamit ng mga pananalitang 'nagkaroon ng pagmamataas at kahangalan ang,PR.*_CC.* VB.* CC.* PR.* LM JJ.*_CC.* VB.* CC.* PR.*_CC.* VB.* CC.* NN.* CC.* DT.* NN.*_CC.* PM.* VB.* CC.* NN.* CC.* NN.* DT.*,PRSP_CCP VBTS CCP PRS LM JJD_CCP VBTS CCT PRSP_CCP VBTS CCT NNC CCB DTCP NNC_CCP PMS VBTS CCB NNC CCA NNC DTC,aking tanto na ako ay seryoso mali sa aking sabi sa gamit ng mga pananalitang 'nagkaroon ng taas at hangal ang,
sa Iraq."",CC.* NN.* PM.* PM.*,CCT NNP PMP PMS,sa iraq."",
Ang Wikileaks ay nakakuha at naglabas ng mga listahan ng lahat ng,DT.* NN.* LM VB.* CC.* VB.* CC.* DT.* NN.* CC.* PR.* CC.*,DTC NNP LM VBTS CCA VBTS CCB DTCP NNC CCB PRI CCB,ang wikileaks ay kuha at labas ng mga lista ng lahat ng,
863 na websayt na pinagbawalan ng mga Tagapaglaan ng Serbisyo sa Internet sa Denmark ngayong Pebrero 2008.,CD.* CC.* NN.* CC.* VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* RB.*_CC.* NN.* CD.* PM.*,CDB CCP NNC CCP VBRF CCB DTCP NNP CCB NNP CCT NNP CCT NNP RBW_CCP NNP CDB PMP,863 na websayt na bawal ng mga tagapaglaan ng serbisyo sa internet sa denmark ngayong pebrero 2008.,
"Ang sistema ay ginagamit upang masala at maalis ang pornograpiya ng mga bata,",DT.* NN.* LM VB.* CC.* VB.* CC.* VB.* DT.* NN.* CC.* DT.* NN.* PM.*,DTC NNC LM VBTR CCB VBW CCA VBW DTC NNC CCB DTCP NNC PMC,"ang sistema ay gamit upang sala at alis ang pornograpiya ng mga bata,",
bagaman tinukoy ng Wikileaks na ""maari itong gamitin sa pagsusuri ng kahit ano"" at nagpahayag na ""karamihan sa mga sites na nasa listahan ay patuloy na sinusuri (i.,CC.* VB.* CC.* NN.* CC.* PM.* VB.* PR.*_CC.* VB.* CC.* NN.* CC.* CC.* PR.* PM.* CC.* VB.* CC.* PM.* PR.* CC.* DT.* FW CC.* RB.* NN.* LM RB.* CC.* VB.* NN.* NN.*,CCT VBOF CCB NNP CCP PMS VBS PRO_CCP VBOF CCT NNC CCB CCT PRQ PMS CCA VBTS CCP PMS PRI CCT DTCP FW CCP RBL NNC LM RBD CCP VBTR NNPA NNCA,bagaman tukoy ng wikileaks na ""maari ito gamit sa suri ng kahit ano"" at hayag na ""karamihan sa mga sites na nasa lista ay tuloy na suri (i.,
e.,NN.* ,NNCA ,e.,
"kinakailangan na nasa kasalukuyang listahan),",VB.* CC.* RB.* RB.*_CC.* NN.* NN.* PM.*,VBTR CCP RBL RBW_CCP NNC NNPA PMC,"kailangan na nasa kasalukuyang listahan),",
kahit na marami dito ay malinaw na nagpalit na ng may ari o may posibilidad na maling naisama sa listahan."",CC.* CC.* PR.* PR.* LM JJ.* CC.* VB.* RB.* CC.* VB.* NN.* CC.* VB.* NN.* CC.* RB.*_CC.* VB.* CC.* NN.* PM.* PM.*,CCT CCP PRI PRL LM JJD CCP VBTS RBI CCB VBH NNC CCT VBH NNC CCP RBD_CCP VBTS CCT NNC PMP PMS,kahit na dami dito ay linaw na palit na ng may ari o may posibilidad na mali sama sa listahan."",
"Kasama sila aming tinalakay ang hindi pangkaraniwang pagkabunyag,",CC.* PR.* PR.*_CC.* VB.* DT.* RB.* JJ.*_CC.* NN.* PM.*,CCB PRP PRSP_CCP VBOF DTC RBF JJD_CCP NNC PMC,"kasama sila aming talakay ang hindi pangkaraniwang pagkabunyag,",
at ang mga resulta ay nailathala dito.,CC.* DT.* DT.* NN.* LM VB.* PR.* PM.*,CCA DTC DTCP NNC LM VBTS PRL PMP,at ang mga resulta ay lathala dito.,
"Aming tinanong kung nag-aalaala ang Wikileaks sa mga implikasyong kriminal sa sobrang pakikipag-ugnayan sa mga ilegal na nilalaman nito,",RB.*_CC.* VB.* RB.* RB.* PM.* VB.* DT.* NN.* CC.* DT.* NN.*_CC.* NN.* CC.* JJ.*_CC.* NN.* PM.* NN.* CC.* DT.* JJ.* CC.* NN.* PR.* PM.*,RBD_CCP VBOF RBK RBQ PMS VBTF DTC NNP CCT DTCP NNC_CCP NNC CCT JJCS_CCP NNC PMS NNC CCT DTCP JJD CCP NNC PRO PMC,"aming tano kung nag-aalaala ang wikileaks sa mga implikasyong kriminal sa sobra ugnay sa mga ilegal na laman nito,",
pero hindi sila nababahala.,CC.* RB.* PR.* VB.* PM.*,CCT RBF PRP VBTR PMP,pero hindi sila nababahala.,
"Sinabi nila na ito ay ""politikal na hindi makakamit"" na sila ay usigin,",VB.* PR.* CC.* PR.* LM PM.* JJ.* CC.* RB.* VB.* PM.* CC.* PR.* LM VB.* PM.*,VBTS PRP CCP PRO LM PMS JJD CCP RBF VBTF PMS CCP PRP LM VBOF PMC,"sabi nila na ito ay ""politikal na hindi makakamit"" na sila ay usigin,",
na binibigyang diin na ang Wikileaks ay may kinatawan sa iba't-ibang bansa sa buong mundo.,CC.* VB.*_CC.* NN.* CC.* DT.* NN.* LM VB.* NN.* CC.* PR.* PM.* NN.* PM.* PR.*_CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,CCP VBTR_CCP NNC CCP DTC NNP LM VBH NNC CCT PRI PMS NNCA PMS PRI_CCP NNC CCT PRI_CCP NNC PMP,na binibigyang diin na ang wikileaks ay may kinatawan sa iba bansa sa buo mundo.,
"Tinanong namin sila kung sila ay ""magkakaroon din ng kinalaman sa posibilidad ng pagsusuri sa UK,",VB.* PR.* PR.* CC.* PR.* LM PM.* VB.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,VBTS PRP PRP CCR PRP LM PMS VBTF RBI CCB NNC CCT NNC CCB NNC CCT NNPA PMC,"tano namin sila kung sila ay ""magkakaroon din ng kalam sa posibilidad ng suri sa uk,",
"Denmark,",NN.* PM.*,NNP PMC,"denmark,",
Pinlandiya,NN.*,NNC,pinlandiya,
"""Hindi,""",PM.*  RB.* PM.* PM.*,PMS  RBF PMC PMS,"""hindi,""",
sinabi ng Wikileaks sa amin ""Malugod namin itong tinatanggap."",VB.* CC.* NN.* CC.* PR.* PM.* RB.* PR.* PR.*_CC.* VB.* PM.* PM.*,VBTS CCB NNP CCT PRSP PMS RBD PRP PRO_CCP VBTR PMP PMS,sabi ng wikileaks sa amin ""malugod namin ito tinatanggap."",
"Iniisip ng Wikinews kung ito ay dahil sa epekto ng Streisand,",VB.* CC.* NN.* CC.* PR.* LM CC.* CC.* NN.* CC.* NN.* PM.*,VBTS CCB NNP CCR PRO LM CCR CCT NNC CCB NNP PMC,"isip ng wikinews kung ito ay dahil sa epekto ng streisand,",
pero sabi ng Wikileaks ito ay ""dahil sa nagpapakita ito kung paano ang sistema ng pagsusuri ay naaabuso."",CC.* VB.* CC.* NN.* PR.* LM PM.* CC.* CC.* VB.* PR.* RB.* RB.* DT.* NN.* CC.* NN.* LM VB.* PM.* PM.*,CCT VBS CCB NNP PRO LM PMS CCR CCT VBTR PRO RBK RBQ DTC NNC CCB NNC LM VBTR PMP PMS,pero sabi ng wikileaks ito ay ""dahil sa kita ito kung paano ang sistema ng suri ay naaabuso."",
"Tinanong ng Wikinews ang Wikileaks kung bakit hindi na lang nila inilathala ang mga listahan ng mga sites na sa tingin nila ay legal at idinagdag na lang na ang iba ay naglalaman na ng pornograpiya ng bata,",VB.* CC.* NN.* DT.* NN.* RB.* RB.* RB.* RB.* RB.* PR.* VB.* DT.* DT.* NN.* CC.* DT.* FW CC.* CC.* NN.* PR.* LM JJ.* CC.* VB.* RB.* RB.* CC.* DT.* PR.* LM VB.* RB.* CC.* NN.* CC.* NN.* PM.*,VBTS CCB NNP DTC NNP RBK RBQ RBF RBI RBI PRP VBTS DTC DTCP NNC CCB DTCP FW CCP CCT NNC PRP LM JJD CCA VBTS RBI RBI CCP DTC PRI LM VBTR RBI CCB NNC CCB NNC PMC,"tano ng wikinews ang wikileaks kung bakit hindi na lang nila lathala ang mga lista ng mga sites na sa tingin nila ay legal at dagdag na lang na ang iba ay laman na ng pornograpiya ng bata,",
pero nararamdaman ng Wikileaks ""na ito ay hindi magiging matapat na presentasyon ng materyal na aming nakalap."",CC.* VB.* CC.* NN.* PM.* CC.* PR.* LM RB.* VB.* JJ.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* VB.* PM.* PM.*,CCT VBTR CCB NNP PMS CCP PRO LM RBF VBTF JJD CCP NNC CCB NNC CCP PRSP_CCP VBTS PMP PMS,pero ramdam ng wikileaks ""na ito ay hindi igi tapat na presentasyon ng materyal na aming nakalap."",
"Pagkatapos ng hangad na maliwanagan,",VB.* CC.* NN.* CC.* VB.* PM.*,VBW CCB NNC CCP VBW PMC,"tapos ng hangad na maliwanagan,",
sinabihan ang Wikinews ""ang katanungan ay hindi ang kailangan naming malaman.,VB.* DT.* NN.* PM.* DT.* NN.* LM RB.* DT.* VB.* PR.*_CC.* VB.* PM.*,VBTS DTC NNP PMS DTC NNC LM RBF DTC VBS PRP_CCP VBW PMP,sabi ang wikinews ""ang katanungan ay hindi ang kailangan nami malaman.,
Ang katanungan ay kung ano ang hindi namin kailangan malaman at kung sino ang magdedesisyon.,DT.* NN.* LM RB.* RB.* DT.* RB.* PR.* VB.* VB.* CC.* RB.* RB.* DT.* VB.* PM.*,DTC NNC LM RBK RBQ DTC RBF PRP VBS VBW CCA RBK RBQ DTC VBW PMP,ang katanungan ay kung ano ang hindi namin kailangan laman at kung sino ang magdedesisyon.,
"Pagkatapos ay tinanong ng Wikinews kung bakit hindi nila iniwan para magamit ang buong listahan,",VB.* LM VB.* CC.* NN.* RB.* RB.* RB.* PR.* VB.* CC.* VB.* DT.* PR.*_CC.* NN.* PM.*,VBW LM VBOF CCB NNP RBK RBQ RBF PRP VBOF CCT VBW DTC PRI_CCP NNC PMC,"tapos ay tano ng wikinews kung bakit hindi nila iniwan para magamit ang buo listahan,",
pero markahan ang mga sites na sa pakiramdam nila ay hindi nararapat na suriin.,CC.* VB.* DT.* DT.* FW CC.* CC.* NN.* PR.* LM RB.* VB.* CC.* VB.* PM.*,CCT VBOF DTC DTCP FW CCP CCT NNC PRP LM RBF VBTR CCP VBOF PMP,pero marka ang mga sites na sa pakiramdam nila ay hindi nararapat na suriin.,
"May mas mahahalaga pang bagay kaming dapat gawain,",VB.* JJ.* JJ.* RB.*_CC.* NN.* PR.*_CC.* VB.* NN.* PM.*,VBH JJCC JJD RBI_CCP NNC PRP_CCP VBS NNC PMC,"may mas halaga pang bagay kami dapat gawain,",
ang tugon na ibinigay.,DT.* NN.* CC.* VB.* PM.*,DTC NNC CCP VBOF PMP,ang tugon na ibinigay.,
Hindi madaling magsagawa ng mga komersyanteng pag-aari."",RB.* RB.*_CC.* VB.* CC.* DT.* NN.*_CC.* CC.* PM.* JJ.* PM.* PM.*,RBF RBD_CCP VBW CCB DTCP NNC_CCP CCR PMS JJD PMP PMS,hindi dali magsagawa ng mga komersyanteng pag-aari."",
At ano namang ang nararapat na proseso?,CC.* PR.* RB.*_CC.* DT.* VB.* CC.* NN.* PM.*,CCA PRQ RBI_CCP DTC VBTR CCP NNC PMQ,at ano mang ang nararapat na proseso?,
Ang nararapat na proseso ay dapat may kalakip na pinadalang sulat sa nagmamay-ari ng account na komersyante na may kasamang paratang at pagbibigay sa kanila ng karapatan na mapakinggan at isang proseso ng pag- apela.,DT.* VB.* CC.* NN.* LM VB.* VB.* JJ.* CC.* VB.*_CC.* NN.* CC.* VB.* PM.* NN.* CC.* FW CC.* NN.* CC.* VB.* CC.*_CC.* NN.* CC.* NN.* CC.* PR.* CC.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.* CC.* CC.* PM.* NN.* PM.*,DTC VBTR CCP NNC LM VBS VBH JJD CCP VBTS_CCP NNC CCT VBTS PMS NNC CCB FW CCP NNC CCP VBH CCB_CCP NNC CCA NNC CCT PRSP CCB NNC CCP VBW CCA PRI_CCP NNC CCB CCR PMS NNC PMP,ang nararapat na proseso ay dapat may lakip na dala sulat sa nagmamay-ari ng account na komersyante na may kasama paratang at bigay sa kanila ng karapatan na mapakinggan at isa proseso ng pag- apela.,
Ang mga bangko ay politikal na mas lalong makapangyarihan kaysa sa industriya ng internet at ito ay hindi pa nangyayari."",DT.* DT.* NN.* LM JJ.* CC.* JJ.* JJ.*_CC.* JJ.* JJ.* CC.* NN.* CC.* NN.* CC.* PR.* LM RB.* RB.* VB.* PM.* PM.*,DTC DTCP NNC LM JJD CCP JJCC JJCC_CCP JJD JJC CCT NNC CCB NNC CCA PRO LM RBF RBI VBTR PMP PMS,ang mga bangko ay politikal na mas lalo kapangyarihan kaysa sa industriya ng internet at ito ay hindi pa nangyayari."",
"At kung ang mga pondo ng mga account na ito ay kinakailangan na agad ay samsamin,",CC.* CC.* DT.* DT.* NN.* CC.* DT.* FW CC.* PR.* LM VB.* CC.* RB.* LM NN.* PM.*,CCA CCR DTC DTCP NNC CCB DTCP FW CCP PRO LM VBTR CCP RBW LM NNC PMC,"at kung ang mga pondo ng mga account na ito ay kailangan na agad ay samsamin,",
o simpleng maparalisa muna hanggang sa ang isang hukom o ang katulad nito ay maghatol ng kawalan ng sala?,CC.* JJ.*_CC.* VB.* RB.* RB.* CC.* DT.* PR.*_CC.* NN.* CC.* DT.* JJ.* PR.* LM VB.* CC.* NN.* CC.* NN.* PM.*,CCT JJD_CCP VBW RBI RBW CCT DTC PRI_CCP NNC CCT DTC JJC PRO LM VBAF CCB NNC CCB NNC PMQ,o simple maparalisa muna hanggang sa ang isa hukom o ang tulad nito ay hatol ng kawal ng sala?,
"""Kung ang mga account ay nasa hurisdiksyon,",PM.*  CC.* DT.* DT.* FW LM RB.* NN.* PM.*,PMS  CCR DTC DTCP FW LM RBL NNC PMC,"""kung ang mga account ay nasa hurisdiksyon,",
kinakailangan na sila ay maparalisa at ipalabas o hindi sa katapusan ng proseso.,VB.* CC.* PR.* LM VB.* CC.* VB.* CC.* RB.* CC.* NN.* CC.* NN.* PM.*,VBTR CCP PRP LM VBW CCA VBOF CCT RBF CCT NNC CCB NNC PMP,kailangan na sila ay maparalisa at labas o hindi sa katapusan ng proseso.,
"Maraming mga umiiral na mekanismo na ginagawa para sa ipinagbabawal na kalakalan ng bawal na gamot,",PR.*_CC.* DT.* VB.*_VB.* CC.* NN.* CC.* VB.* CC.* CC.* VB.* CC.* NN.* CC.* JJ.* CC.* NN.* PM.*,PRI_CCP DTCP VBTR_VBAF CCP NNC CCP VBTR CCT CCT VBTR CCP NNC CCB JJD CCP NNC PMC,"dami mga iral na mekanismo na gawa para sa bawal na kalakal ng bawal na gamot,",
halimbawa."",NN.* PM.* PM.*,NNC PMP PMS,halimbawa."",
"Idinagdag pa ng Wikileaks ""Bilang isang analohiya,",VB.* RB.* CC.* NN.* PM.* CC.* PR.*_CC.* NN.* PM.*,VBTS RBI CCB NNP PMS CCT PRI_CCP NNC PMC,"dagdag pa ng wikileaks ""bilang isa analohiya,",
maaaring mangatwiran ang isang tao na ang lahat ay nangangailangan ng kargadong baril sa bahay para pangalagaan ang kanilang mga sarili laban sa mga pagsalakay.,RB.* VB.* DT.* PR.*_CC.* NN.* CC.* DT.* PR.* LM VB.* CC.* NN.*_CC.* NN.* CC.* NN.* CC.* VB.* DT.* PR.*_CC.* DT.* NN.* NN.* CC.* DT.* NN.* PM.*,RBM VBW DTC PRI_CCP NNC CCP DTC PRI LM VBTR CCB NNC_CCP NNC CCT NNC CCT VBOF DTC PRSP_CCP DTCP NNC NNC CCT DTCP NNC PMP,maaari mangatwiran ang isa tao na ang lahat ay nangangailangan ng kargadong baril sa bahay para talaga ang kanila mga sarili laban sa mga pagsalakay.,
Ito ay mukhang ganap na makatwiran;,PR.* LM RB.* RB.* CC.* JJ.* PM.*,PRO LM RBM RBD CCP JJD PMSC,ito ay mukhang ganap na makatwiran;,
"bagaman ang karanasan ay nagpapakita na sa oras na may baril sa bahay,",CC.* DT.* NN.* LM VB.* CC.* CC.* NN.* CC.* VB.* NN.* CC.* NN.* PM.*,CCT DTC NNC LM VBTR CCP CCT NNC CCP VBH NNC CCT NNC PMC,"bagaman ang karanasan ay kita na sa oras na may baril sa bahay,",
ito ay makakahanap ng ibang matatamaan."",PR.* LM VB.* CC.* PR.*_CC.* VB.* PM.* PM.*,PRO LM VBTF CCB PRI_CCP VBTF PMP PMS,ito ay hanap ng iba matatamaan."",
Isang aksyon ng pag-demanda ng isang grupo ang na-isumite noong Martes ng Electronic Frontier Foundation (EFF) laban sa higanteng AT&T ng telekomunikasyon.,PR.*_CC.* NN.* CC.* CC.* PM.* NN.* CC.* PR.*_CC.* NN.* DT.* CC.* PM.* VB.* RB.*_CC.* NN.* CC.* NN.* NN.* NN.* NN.* NN.* NN.* NN.* CC.* JJ.*_CC.* NN.* PM.* NN.* CC.* NN.* PM.*,PRI_CCP NNC CCB CCR PMS NNC CCB PRI_CCP NNC DTC CCP PMS VBOF RBW_CCP NNP CCB NNP NNP NNP NNPA NNP NNPA NNC CCT JJD_CCP NNP PMS NNPA CCB NNC PMP,isa aksyon ng demanda ng isa grupo ang sumite noo martes ng electronic frontier foundation (eff) laban sa higante at&t ng telekomunikasyon.,
"Ang demanda,",DT.* NN.* PM.*,DTC NNC PMC,"ang demanda,",
"na na-isumite sa San Francisco,",CC.* CC.* PM.* VB.* CC.* NN.* NN.* PM.*,CCP CCP PMS VBOF CCT NNP NNP PMC,"na sumite sa san francisco,",
ay nagsasabi na ang AT&T ay lumabag sa mga pederal na batas sa pamamagitan ng pakikipag-sabwatan sa pamahalaan para makinig nang palihim sa mga mamamayan ng,LM VB.* CC.* DT.* NN.* PM.* NN.* LM VB.* CC.* DT.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* CC.* NN.* CC.* VB.* RB.* JJ.* CC.* DT.* NN.* CC.*,LM VBTR CCP DTC NNPA PMS NNPA LM VBAF CCT DTCP JJD CCP NNC CCT NNC CCB NNC PMS NNC CCT NNC CCT VBW RBD JJD CCT DTCP NNC CCB,ay sabi na ang at&t ay labag sa mga pederal na batas sa pamamagitan ng sabwat sa pamahalaan para kinig nang lihim sa mga mamamayan ng,
Ang administrasyon ni Bush at NSA ay sumailalim sa pagbabatikos ukol sa isyu.,DT.* NN.* DT.* NN.* CC.* NN.* LM VB.* CC.* NN.* NN.* CC.* NN.* PM.*,DTC NNC DTP NNP CCA NNPA LM VBAF CCT NNC NNC CCT NNC PMP,ang administrasyon ni bush at nsa ay sumailalim sa batikos ukol sa isyu.,
Pinagtanggol nila ang programa sa pamamagitan ng pagsasabi na sila naman ay nakikinig lamang sa mga pinaghihinalaang terorista.,VB.* PR.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* RB.* LM VB.* RB.* CC.* DT.* VB.*_VB.*_CC.* NN.* PM.*,VBRF PRP DTC NNC CCT NNC CCB NNC CCP PRP RBI LM VBTR RBI CCT DTCP VBTR_VBRF_CCP NNC PMP,tanggol nila ang programa sa pamamagitan ng sabi na sila naman ay kinig lamang sa mga pinaghihinalaang terorista.,
Pinatunayan ng EFF na ang AT&T ay nagbigay ng 2 database na naglalaman ng mga pakikipag-usap at mga rekord ng paggamit ng internet ng mga kliyente.,VB.* CC.* NN.* CC.* DT.* NN.* PM.* NN.* LM VB.* CC.* CD.* FW CC.* VB.* CC.* DT.* NN.* PM.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* PM.*,VBOF CCB NNPA CCP DTC NNPA PMS NNPA LM VBTS CCB CDB FW CCP VBTR CCB DTCP NNC PMS NNC CCA DTCP NNC CCB NNC CCB NNC CCB DTCP NNC PMP,tunay ng eff na ang at&t ay bigay ng 2 database na laman ng mga usap at mga rekord ng gamit ng internet ng mga kliyente.,
Ang abogado na si Kevin Bankston na kumakatawan sa EFF ay nagpahayag na hindi maisasagawa ng pamahalaan ang pagmamatyag kung walang tulong ng mga kompanya tulad ng AT&T.,DT.* NN.* CC.* DT.* NN.* NN.* CC.* VB.*_VB.* CC.* NN.* LM VB.* CC.* RB.* VB.* CC.* NN.* DT.* NN.* CC.* VB.*_CC.* NN.* CC.* DT.* NN.* JJ.* CC.* NN.* PM.* NN.*,DTC NNC CCP DTP NNP NNP CCP VBTR_VBAF CCT NNPA LM VBTS CCP RBF VBTF CCB NNC DTC NNC CCR VBN_CCP NNC CCB DTCP NNC JJC CCB NNPA PMS NNPA,ang abogado na si kevin bankston na katawan sa eff ay hayag na hindi maisasagawa ng pamahalaan ang matyag kung wala tulong ng mga kompanya tulad ng at&t.,
"Sinabi din niya na ang kanilang layunin ay ipaalam sa AT&T na hindi ito para sa kanilang piskal na pinakamabuting interes,",VB.* RB.* PR.* CC.* DT.* PR.*_CC.* NN.* LM VB.* CC.* NN.* PM.* NN.* CC.* RB.* PR.* CC.* CC.* PR.*_CC.* NN.* CC.* JJ.*_JJ.*_CC.* NN.* PM.*,VBTS RBI PRS CCP DTC PRSP_CCP NNC LM VBOF CCT NNPA PMS NNPA CCP RBF PRO CCT CCT PRSP_CCP NNC CCP JJCS_JJD_CCP NNC PMC,"sabi din niya na ang kanila layunin ay paalam sa at&t na hindi ito para sa kanila piskal na buti interes,",
"kasama na ang hindi pagiging legal nito,",CC.* RB.* DT.* RB.* VB.* JJ.* PR.* PM.*,CCB RBI DTC RBF VBTR JJD PRO PMC,"kasama na ang hindi pagiging legal nito,",
para makipagtulungan sa wiretap na programa ng Presidente.,CC.* VB.* CC.* FW CC.* NN.* CC.* NN.* PM.*,CCT VBW CCT FW CCP NNC CCB NNP PMP,para makipagtulungan sa wiretap na programa ng presidente.,
"Ayon sa aksyon ng pag demanda ng grupo,",RB.* CC.* NN.* CC.* CC.* NN.* CC.* NN.* PM.*,RBR CCT NNC CCB CCR NNC CCB NNC PMC,"ayon sa aksyon ng pag demanda ng grupo,",
"pinagkaloob ng AT&T ""na makapasok sa lahat o sa mga mahahalagang bilang ng mga namagitang komunikasyon sa pamamagitan ng mga susing lokal na pasilidad ng telekomunikasyon,",VB.* CC.* NN.* PM.* NN.* PM.* CC.* VB.* CC.* PR.* CC.* CC.* DT.* JJ.*_CC.* NN.* CC.* DT.* VB.*_CC.* NN.* CC.* NN.* CC.* DT.* JJ.*_CC.* JJ.* CC.* NN.* CC.* NN.* PM.*,VBRF CCB NNPA PMS NNPA PMS CCP VBW CCT PRI CCT CCT DTCP JJD_CCP NNC CCB DTCP VBTR_CCP NNC CCT NNC CCB DTCP JJD_CCP JJD CCP NNC CCB NNC PMC,"loob ng at&t ""na pasok sa lahat o sa mga halaga bilang ng mga ita komunikasyon sa pamamagitan ng mga susi lokal na pasilidad ng telekomunikasyon,",
"kasama na ang direktang makapasok sa mga dumaloy na lokal,",CC.* RB.* DT.* JJ.*_CC.* VB.* CC.* DT.* VB.* CC.* JJ.* PM.*,CCB RBI DTC JJD_CCP VBW CCT DTCP VBAF CCP JJD PMC,"kasama na ang direkta pasok sa mga daloy na lokal,",
internasyonal at panlabas na komunikasyon sa telepono at internet."",JJ.* CC.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* PM.* PM.*,JJD CCA JJD CCP NNC CCT NNC CCA NNC PMP PMS,internasyonal at panlabas na komunikasyon sa telepono at internet."",
Ang kaso ay humihingi ng bayad perwisyo na,DT.* NN.* LM VB.*_VB.* CC.* NN.* NN.* CC.*,DTC NNC LM VBTR_VBAF CCB NNC NNC CCP,ang kaso ay hingi ng bayad perwisyo na,
000 sa bawat kustomer ng AT&T bilang karagdagan sa parusa na pagmumulta.,CD.* CC.* PR.* NN.* CC.* NN.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,CDB CCT PRI NNC CCB NNPA PMS NNPA CCT NNC CCT NNC CCP NNC PMP,000 sa bawat kustomer ng at&t bilang karagdagan sa parusa na pagmumulta.,
Ang AT&T ay humaharap din sa masusing pagsisiyasat ng Komisyon ng Komunikasyong Pederal at posibleng mag multa dahil sa kabiguang wastong pagtibayin ang pangangalaga sa mga rekord ng kliyente.,DT.* NN.* PM.* NN.* LM VB.*_VB.* RB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.*_CC.* NN.* CC.* RB.*_CC.* VB.* NN.* CC.* CC.* NN.*_CC.* JJ.*_CC.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* PM.*,DTC NNPA PMS NNPA LM VBTR_VBAF RBI CCT JJD_CCP NNC CCB NNP CCB NNP_CCP NNP CCA RBT_CCP VBW NNC CCR CCT NNC_CCP JJD_CCP VBW DTC NNC CCT DTCP NNC CCB NNC PMP,ang at&t ay harap din sa susi siyasat ng komisyon ng komunikasyong pederal at posible mag multa dahil sa kabiguang wasto tibay ang pangangalaga sa mga rekord ng kliyente.,
Nagsulputan ang mga bagong balita na nagdedetalye ng lawak ng mga pagsisikap ng pamahalaan ng Iran para linisin ang Iran sa impluwensyang kultural ng Kanluran na tinuturing na hindi sang-ayon sa Islam.,VB.* DT.* DT.* JJ.*_CC.* NN.* CC.* VB.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.*_CC.* JJ.* CC.* NN.* CC.* VB.* CC.* RB.* DT.* PM.* RB.* CC.* NN.* PM.*,VBTR DTC DTCP JJD_CCP NNC CCP VBTS CCB NNC CCB DTCP NNC CCB NNC CCB NNP CCT VBOF DTC NNP CCT NNC_CCP JJD CCB NNP CCP VBTR CCP RBF DTC PMS RBR CCT NNP PMP,nagsulputan ang mga bago balita na detalye ng lawak ng mga sikap ng pamahalaan ng iran para linis ang iran sa impluwensya kultural ng kanluran na turing na hindi sang-ayon sa islam.,
"Ayon sa batas na Sharia ng Islam sa Iran,",RB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,RBR CCT NNC CCP NNP CCB NNP CCT NNP PMC,"ayon sa batas na sharia ng islam sa iran,",
ang hindi pagsunod dito ay magreresulta sa legal na kaparusahan dahil nakikita ng estado na ito ay may pananagutan na ipatupad ang parusa para sa mga teolohikal na kasalanan sa Islam.,DT.* RB.* NN.* PR.* LM VB.*_VB.* CC.* JJ.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* PR.* LM VB.* NN.* CC.* VB.* DT.* NN.* CC.* CC.* DT.* JJ.* CC.* NN.* CC.* NN.* PM.*,DTC RBF NNC PRL LM VBTF_VBAF CCT JJD CCP NNC CCR VBTR CCB NNC CCP PRO LM VBH NNC CCP VBOF DTC NNC CCT CCT DTCP JJD CCP NNC CCT NNP PMP,ang hindi sunod dito ay resulta sa legal na kaparusahan dahil kita ng estado na ito ay may pananagutan na tupad ang parusa para sa mga teolohikal na sala sa islam.,
Ang mga ulo ng balita sa pahayagan tulad ng ""Ang mga istilo ng buhok sa,DT.* DT.* NN.* CC.* NN.* CC.* NN.* JJ.* CC.* PM.* DT.* DT.* NN.* CC.* NN.* CC.*,DTC DTCP NNC CCB NNC CCT NNC JJC CCB PMS DTC DTCP NNC CCB NNC CCT,ang mga ulo ng balita sa hayag tulad ng ""ang mga istilo ng buhok sa,
